Level: State
Unit:Total (thousands), Nominal
State,Year,(R01) Total Revenue,(R05) Total Taxes,(R06) Property Tax (T01),(R07) NonProperty Taxes,(R08) Tot Sales & Gr Rec Tax,(R09) Total Gen Sales Tax (T09),(R10) Total Select Sales Tax,(R11) Alcoholic Beverage Tax (T10),(R12) Amusement Tax (T11),(R13) Insurance Premium Tax (T12),(R14) Motor Fuels Tax (T13),(R15) Parimutuels Tax (T14),(R16) Public Utility Tax (T15),(R17) Tobacco Tax (T16),(R18) Other Select Sales Tax (T19),(R19) Total License Taxes,(R20) Alcoholic Beverage Lic (T20),(R21) Corporation License (T22),(R22) Motor Veh & Oper Lic,(R23) Motor Vehicle License (T24),(R24) Motor Veh Oper License (T25),(R25) Other License Taxes,(R26) Total Income Taxes,(R27) Individual Income Tax (T40),(R28) Corp Net Income Tax (T41),(R29) Death and Gift Tax (T50),(R30) Taxes NEC
Georgia,1997,$       24028450,$       10897538,$          38155,$       10859383,$        4905464,$        3915761,$         989703,$         125019,$              0,$         221728,$         553026,$              0,$              0,$          89930,$              0,$         405025,$          10619,$          30691,$         237806,$         202056,$          35750,$         125909,$        5467521,$        4741200,$         726321,$          60296,$          21077
Georgia,1998,$       23166004,$       11589495,$          37824,$       11551671,$        4992011,$        3993493,$         998518,$         127418,$              0,$         223908,$         557922,$              0,$              0,$          89270,$              0,$         396748,$           3566,$          33987,$         208217,$         170113,$          38104,$         150978,$        6057113,$        5317375,$         739738,$          84809,$          20990
Georgia,1999,$       27638537,$       12461790,$          43575,$       12418215,$        5371400,$        4348817,$        1022583,$         133219,$              0,$         230462,$         566402,$              0,$              0,$          92500,$              0,$         423278,$           2369,$          34586,$         257911,$         217606,$          40305,$         128412,$        6489930,$        5696757,$         793173,$         111192,$          22415
Georgia,2000,$       29629673,$       13511275,$          48147,$       13463128,$        5746072,$        4630179,$        1115893,$         139830,$              0,$         256956,$         632103,$              0,$              0,$          87004,$              0,$         466985,$           1959,$          39716,$         268765,$         235488,$          33277,$         156545,$        7077007,$        6364586,$         712421,$         148255,$          24809
Georgia,2001,$       25250019,$       14368505,$          50948,$       14317557,$        6038815,$        4906559,$        1132256,$         140367,$              0,$         245229,$         664837,$              0,$              0,$          81823,$              0,$         506485,$           2336,$          32708,$         281413,$         238195,$          43218,$         190028,$        7617508,$        6926035,$         691473,$         126114,$          28635
Georgia,2002,$       24846501,$       13772147,$          54089,$       13718058,$        6017563,$        4833521,$        1184042,$         144022,$              0,$         296175,$         649746,$              0,$              0,$          94099,$              0,$         494227,$           1892,$          41137,$         292912,$         268428,$          24484,$         158286,$        7055718,$        6487638,$         568080,$         123034,$          27516
Georgia,2003,$       29874373,$       13411632,$          58953,$       13352679,$        6027411,$        4770869,$        1256542,$         142010,$              0,$         323361,$         678115,$              0,$              0,$         113056,$              0,$         452513,$           3656,$          39174,$         257184,$         222207,$          34977,$         152499,$        6755513,$        6271374,$         484139,$          89793,$          27449
Georgia,2004,$       33898727,$       14570573,$          65118,$       14505455,$        6468785,$        4921337,$        1547448,$         149801,$              0,$         317463,$         755994,$              0,$              0,$         227348,$          96842,$         617663,$           2331,$          53227,$         316898,$         279991,$          36907,$         245207,$        7325187,$        6830486,$         494701,$          66018,$          27802
Georgia,2005,$       36111681,$       15675655,$          67019,$       15608636,$        6967153,$        5310121,$        1657032,$         150037,$              0,$         331612,$         926494,$              0,$              0,$         248889,$              0,$         528177,$           1699,$          53280,$         337152,$         285161,$          51991,$         136046,$        8038535,$        7326225,$         712310,$          42657,$          32114
Georgia,2006,$       38171330,$       17023264,$          75676,$       16947588,$        7449390,$        5711915,$        1737475,$         156124,$              0,$         342982,$         899222,$              0,$              0,$         243540,$          95607,$         509771,$            795,$          61068,$         342982,$         281117,$          61865,$         104926,$        8931098,$        8040366,$         890732,$          10948,$          46381
Georgia,2007,$       45157349,$       18253216,$          78958,$       18174258,$        7854746,$        5915521,$        1939225,$         160068,$              0,$         341716,$        1082874,$              0,$              0,$         242799,$         111768,$         486182,$           1483,$          29908,$         353418,$         289931,$          63487,$         101373,$        9816602,$        8799415,$        1017187,$           1403,$          15325
Georgia,2008,$       41153807,$       18070032,$          81928,$       17988104,$        7688845,$        5796653,$        1892192,$         165640,$              0,$         348218,$        1011202,$              0,$              0,$         233158,$         133974,$         496270,$           2343,$          32423,$         361544,$         296648,$          64896,$          99960,$        9788518,$        8845476,$         943042,$             50,$          14421
Georgia,2009,$       33614408,$       16077948,$          82764,$       15995184,$        7001141,$        5306491,$        1694650,$         166618,$              0,$         314583,$         861153,$              0,$              0,$         229673,$         122623,$         481555,$           2053,$          30241,$         347568,$         283406,$          64162,$         101693,$        8495902,$        7801185,$         694717,$             83,$          16503
Georgia,2010,$       44888723,$       14782779,$          86228,$       14696551,$        6516066,$        4864691,$        1651375,$         169019,$              0,$         274367,$         854360,$              0,$              0,$         227180,$         126449,$         467750,$           1327,$          33318,$         325164,$         282516,$          42648,$         107941,$        7701113,$        7016412,$         684701,$              0,$          11622
Georgia,2011,$       52275155,$       16003250,$          76704,$       15926546,$        7108662,$        5080777,$        2027885,$         161803,$              0,$         360670,$         932703,$              0,$              0,$         228858,$         343851,$         477056,$           2913,$          43127,$         327160,$         296786,$          30374,$         103856,$        8329192,$        7658782,$         670410,$              0,$          11636
Georgia,2012,$       39411524,$       16715216,$          68951,$       16646265,$        7391867,$        5303524,$        2088343,$         175051,$              0,$         309193,$        1019300,$              0,$              0,$         227146,$         357653,$         505618,$           2357,$          44089,$         355328,$         308342,$          46986,$         103844,$        8733047,$        8142371,$         590676,$             28,$          15705
Georgia,2013,$       49988285,$       17947813,$         201834,$       17745979,$        7408422,$        5277211,$        2131211,$         180786,$              0,$         329237,$        1000626,$              0,$              0,$         211618,$         408944,$         767866,$           3512,$          39243,$         530288,$         457490,$          72798,$         194823,$        9569482,$        8772227,$         797255,$              0,$            209
Georgia,2014,$       53298128,$       18618093,$         788350,$       17829743,$        7310132,$        5125502,$        2184630,$         181875,$              0,$         372122,$        1006494,$              0,$              0,$         216640,$         407499,$         609944,$           3829,$          48078,$         428573,$         337456,$          91117,$         129464,$        9909378,$        8965572,$         943806,$              0,$            289
Georgia,2015,$       45498424,$       19732308,$         863586,$       18868722,$        7555865,$        5256592,$        2299273,$         184374,$              0,$         419653,$        1025819,$              0,$              0,$         215055,$         454372,$         633573,$           3972,$          46579,$         453460,$         351212,$         102248,$         129562,$       10679060,$        9678524,$        1000536,$              0,$            224
